"id","user_id","strategie_name","description","created_at"
"699","460","OB+FVG+LSWEEP+OTE","OB : détection des ordrer block
FVG : détection des fair value gap
LSWEEP : identifier la liquidité 
OTE : confluence","2025-07-18 18:30:09"
"700","461","SIMPLE ENTRY","Analyse MTF
Détermination de la tendance en :
.MN
.W1
.D1
.H4
Confimation en MN, W1, D1, H4, ou tous les H
prise de position en M5 ou M15","2025-07-18 21:09:11"
"701","461","PERFECT ENTRY","IDENTIFIEZ UN RANG EN HTF
Attendre la prise de liquidité
attendre que le marché revienne sur la bougie manip
allez en M5 ou M15 pour prendre position","2025-07-18 21:10:23"
"702","461","STRATEGIE DE RETOURNEMENT","Identitifiez une zone en D1, W1 ou MN
Vérifiez la présence d\'un Doji ou marteau
ensuite aller en LTF pour chercher un choch
un doji annonce un retournement de la prochaine bougie","2025-07-18 21:20:18"
"703","462","SMC","C\'est la stratégie sur la prise de liquidité","2025-07-18 23:19:58"
"704","466","SMC","Stratégie basé sur le SMC pur","2025-07-19 06:26:08"
"705","254","MA STRATEGIE EM1( Supply and Demand )","*Repérer des zones de demand et de Supply 
*Utiliser mon Outils Volume A Game Fixe pour vérifier quand meme la pertinence de la zone ou d\'autre confluence avec les Points Pivots Quotidiens (mais pas forcément indispensable) .
* Attendre une confirmation (Pinbar + Englobante).
*Entrée en position fin mèche englobante ou sur les 0.5 Englobante 
*Stop Loss sous la Pin Bar en figure directe ou sous l\'Englobante en figure indirecte.
*","2025-07-19 06:56:37"
"706","254","MA STRATEGIE EM2 ( Order Bloc )","NB: Tout pareil que la strategie EM1 sauf que ici j\'essaie  de beaucoup prioriser les Order Bloc qui se créent après une prise de liquidité et je rejette fermement les Order Bloc avec de la liquidité(EQL LOW, EQL HIGH) en dessous","2025-07-19 07:00:18"
"707","254","MA STRATEGIE EM3 ( Liquidity + Imbalance )","*Repérer la Tendance et rester dans la tendance
*Comme son nom l\'indique attendre un retracement lors de la tendance laissant ainsi de la liquidité et une Imbalance à combler
*Utiliser l\'outil Volume A Game Fixe pour vérifier la pertinence de l\'Imbalance *
*Entrer en position après ses confirmations
*Stop loss sous l\'Imbalance","2025-07-19 07:06:35"
"708","254","MA STRATEGIE EM4 ( Liquidity + Order Bloc )","Elle combine les principes de la stratégie EM2 et EM3.","2025-07-19 07:15:28"
"709","467","PEKA SMC","La stratégie standard et basée sur les entrées","2025-07-19 09:18:52"
"710","467","SMC","Basée sur la structure, liquidité, le biais et entrées sniper","2025-07-19 09:20:28"
"711","467","GBS STRATEGIE","Basée sur les bougies","2025-07-19 09:21:06"
"716","468","Continuation : OB+BOS","1-Tracer Orderblock H4 et/ou Orderflow H1
2- BOS H4
3- FVG H4
4- Retracement de Fibo, idm et entrer decomposé :
IDM ZONE =de 0,23% à 0.5  en H4 et rester en H1 pour voir le marché
- Zone a ne pas trader = Zone inferieur a 0,5% en H4 et plus precisement 0,23% et 0.38% pour creer l\\\'idm 
ZONE D\\\'ENTREE
-Entrée 1 précipité : Entreé sur 0.61 % , SL sous 0,71% et TP = RR 2 ou sur 0,38 % et BE = 1/2 
-Entrée 2 normal : Entreé sur 0;71% , SL sous 0,78% et TP = RR 3 a 5 ou sur 0,23 %. BE = RR 1/3
- Entrée 3 ultime sniper : Entrée sur 0,78 % ou sur l\\\'OB, SL sous OB ou Orderflow et TP 1=0,38 % et TP final = BOS, BE = RR 1","2025-07-19 10:59:57"
"717","468","RETOURNEMENT SETUP","1- PREMIER CHOCH + BOS en M15/H1 
2- Tracer son retracement de fibo dans le sens de la nouvelle tendance en M15 a partir de l\'orderflow ou l\'OB ayant fait le choch 
3- Trader le deuxieme BOS que devra faire le marché de confirmation de la nouvelle tendance
4- surtout PATIENTER EN M15
5- Suivre ma strategie 0B+BOS","2025-07-19 11:14:37"
"718","337","BREAKER BLOCK BB","Strategie de prise de liquidite d\'un High et low","2025-07-19 14:18:44"
"719","468","Daily Only Candle","1-Attendre la clôture de la bougie Daily du jour
2-Verifiez l\'intention de la bougie :
- Continuation = Une bougie d\'expansion ou de volonté 
- Retournement ou range = Une bougie d\'indécision pour simplement que je reste observateur du marché
3- Si la bougie est de continuation, un premier feu vert est donné pour trader dans le sens de cette bougie au cours de la journée suivante uniquement. 
4- Ensuite, je dois prendre le Fibo de cette bougie dans la tendance de son expansion et marquer notre golden zone (0,61 a 0,78%) d\'abord.
5- Descendre en H4, pour repérer soit un Orderflow et/ou un OB ou un FVG dans ma golden zone (0.61%-0.78%) tracer au préalable
6- Descendre en H1 et faire la même chose toujours dans ma golden zone (0.61%-0.78%)
7- Prise de position 
Entrée 1 sur 0,716 et SL sous 0,786 et TP sur 0,23  ou RR= 1/2,5-3
Entrée 2 sur 0,786, SL  sous Orderflow/OB ou la mèche Daily et TP= BOS et RR= 1/4","2025-07-19 16:03:18"
"720","435","SMC/HCN",,"2025-07-19 18:04:06"
"721","472","SMC","Stratégie sur la prise de liquidité","2025-07-19 20:52:18"
"722","473","Crypto monnaie","Analyse technique","2025-07-20 02:34:47"
"723","473","Price action","Analyse technique 
Support résistance","2025-07-20 02:47:44"
"724","474","Hawkeye Strategy by le Pro","Stratégie  sur le Price Action Avancé.
Il se base sur les changements de tendance après que la structure ai été cassé.","2025-07-20 08:58:50"
"725","474","Strategy sniper","Prendre une position là où le prix à déjà tester et laisser une mèche plus de 2 fois .","2025-07-20 08:59:37"
"726","475","BTC TEMPLATE","BEST TRADERS COMMUNITY","2025-07-20 10:14:12"
"727","476","FIBONACCI","entrer sur les-61,8+OB","2025-07-20 16:55:34"
"728","477","GBS STRATÉGIE","ENTRÉES SNIPERS","2025-07-20 19:40:31"
"729","254","MA STATEGIE EM5","*Reperer sur un HTF(1h-4H) une prise de liquidité 
*Attendre une Imbalance apres la prise de liquidité ou l\'invalidation d\'une Autre Imbalance 
*Zoomer en LTF(5min-15min) pour trouver une entrée specifiques","2025-07-20 20:52:37"
"730","478","SMC/ICT","BOS/LIQUIDITE/OB/BREAKER  . ALLIGNEMENT TIME FRAME","2025-07-20 21:07:03"
"731","189","Élite methode 💸✅️",,"2025-07-21 13:20:51"
"732","479","Ichimoku+MA+Bollinger Bandes","Basé sur l\'analyse technique et volatilité du marché","2025-07-21 13:30:52"
"735","480","BIAGUGAN H1","ici  la rsi de H1 test la L50  attendre CRMBL m15 pour prendre le test","2025-07-21 15:52:00"
"736","480","BYAGUGAN H4","ici  la rsi de H4 test la L50  attendre CRMBL H1 pour prendre le trade
D1  doit etre dans lover","2025-07-21 15:52:40"
"738","480","RASEGAN D1","rsi de D1 a coupé la MBL en route pour un test de L50(BYAKUGAN) h4 doit etre en partiel over et h1  en total over","2025-07-21 15:57:07"
"739","481","Daily Go Up & Go Dawn MBL Not Break","Stratégie intraday basée sur les test de L50 de H1","2025-07-21 15:59:38"
"740","481","Daily Go Up & Go Dawn MBL Break","Stratégie intraday basée sur les test de L50 de H1","2025-07-21 16:00:41"
"741","481","Weekly Go Up & Go Dawn MBL Not Break","Stratégie swing (1 à 2 semaine ) basée sur les test de L50 de H4","2025-07-21 16:04:26"
"742","481","Weekly Go Up & Go Dawn MBL Break","Stratégie swing (1 à 2 semaine ) basée sur les test de L50 de H4","2025-07-21 16:05:11"
"743","480","BYAKUGAN D1","ici  la rsi de D1 test la L50  attendre CRMBL H4 pour prendre le trade","2025-07-21 16:06:29"
"744","481","Monthly Go Up & Go Dawn MBL Not Break","Stratégie purement swing ( 1 mois ) basée sur les test de L50 de Daily","2025-07-21 16:06:54"
"745","481","Monthly Go Up & Go Dawn MBL Break","Stratégie purement swing ( 1 mois ) basée sur les test de L50 de Daily","2025-07-21 16:08:44"
"746","440","PA","Rebond sur support, résistance ou zone de prix","2025-07-21 18:27:09"
"749","482","SMC","la strategie que j\'tilise pour la prise de liquidité","2025-07-21 20:58:08"
"750","478","price action","TOUTE STRATEGIE EST RENTABLE SI ELLE EST APPLIQUE AVEC LA DICIPLINE","2025-07-21 21:13:30"
"751","478","PRICE ACTION + SMC/ICT",,"2025-07-21 21:14:06"
"752","147","Supply & Demand","C\'est la stratégie sur les offres et demandes","2025-07-21 21:42:35"
"755","267","Fibonacci","Rebond entre les 0,5 et 0,618 de fibonacci","2025-07-21 23:38:48"
"756","337","LIQUIDITE","ma stratégie basée sur la prise de la BSL ou de la SSL","2025-07-22 12:58:52"
"757","469","SMC ICT","Stratégie basé sur la liquidité et la structure du marché","2025-07-22 13:25:00"
"758","469","Stratégie des bigs et mids figure","Servent de support ou résistance et aussi de take Profil ( zone institutionnelle)","2025-07-22 13:26:32"
"759","469","IRL to ERL","Basé sur la structure, précisément sur la cassure et retracement et continuation pu reversal","2025-07-22 13:28:31"
"760","469","New York session","Consiste a retesté la session asiatique et à continuer ou reversal après London session","2025-07-22 13:30:50"
"761","469","Seek and destroy","Basé sur la prise des deux côtés de l\'asian session","2025-07-22 13:31:28"
"762","485","LIQUIDITÉ ET BOS","PRISE DE LIQUIDITÉS M5","2025-07-22 13:42:44"
"763","485","ORB","NEW-YORK 1m et 3m","2025-07-22 13:43:23"
"765","398","SMC",,"2025-07-22 15:48:40"
"766","487","SMC","Stratégie mécanique :
1. Prise de PDL / PDH,
2. SMT Divergence,
3. CISD 1H,
4. Achat sous ou proche de midnight / Vente au-dessus ou proche de midnight,
5. TP sur BSL / SSL","2025-07-22 15:54:59"
"767","488","CHPAT","Chart patterns strategy","2025-07-22 17:55:52"
"768","488","UT/DT Retracement","Up Trend / Down Trend Retracement","2025-07-22 17:58:04"
"769","488","BTMM","Entry later clearing liquidity BTMM","2025-07-22 18:00:34"
"770","488","S/R","Support/Resistence","2025-07-22 18:01:27"
"771","423","SMC",,"2025-07-22 18:21:48"
"772","421","SMC","Basé sur l’analyse technique","2025-07-22 19:39:13"
"773","490","PRICE ACTION 1","Figure chartistes + zone de Support et de Résistance","2025-07-22 21:35:03"
"774","490","PRICE ACTION 2","Figures chartistes + S et R + Zone 61.8 ou 78.6 de fibo + ligne de tendance","2025-07-22 21:37:05"
"775","490","PRICE ACTION 3","Supports et Résistances à forte potentielle","2025-07-22 21:38:44"
"776","489","Price action crash 500","Aprise chez le coach KINSODE","2025-07-22 22:32:06"
"778","480","BYAKUGAN M15",,"2025-07-23 08:35:36"
"779","449","EQL EQI","srategie de la prise de liquidite","2025-07-23 11:36:57"
"781","493","SMC","J\'attends les prix dans les zones des prix déjà sélectionnés. Je prends position a la formation d\'un CRT, Etoile du soir et du matin et d\\\'un avalement en m5 ou M15","2025-07-23 12:51:54"
"783","493","PH / PB","j\\\'active les traceurs horaires journaliers, j\\\'identifie les plus haut et plus bas journalier puis je prends position a la formation d\\\'un CRT, ou d\\\'un avalement","2025-07-23 12:54:25"
"784","449","Cassure de la moyenne mobile","Stratégie retournement de tendance","2025-07-23 13:18:59"
"785","218","SMC ( OB )","Cette strategie est basé sur le price action. Elle consiste d\'abord à identifier la Tendance du marché en HTF puis les differentes zones clés.
Ensuite; on repère  les OB solides puis on les materialisent.       
Enfin on attend que le prix vient dans notre zone pour chercher des confirmartions d\'entrées en position en M10 ou M15","2025-07-23 15:00:19"
"786","218","SMC ( AMD )",,"2025-07-23 15:01:03"
"787","496","IPO","L\'IPO basé sur le PRICE ACTION, les concepts ICT et le FIBONACCI RETRACEMENT. Le positionnement est basé sur les retournements de tendances","2025-07-23 16:13:51"
"788","498","Imbalance","C\'est une stratégie basée sur les imbalances","2025-07-23 16:38:50"
"789","498","ESK","C\'est une stratégie basée sur le Gold Forex","2025-07-23 16:40:04"
"792","499","SMC","OB/FVG  structure ( BOS/CHOCH)","2025-07-23 19:30:53"
"793","499","DAY TRADING","M15-M1 EMA 50 IDENTIFIER UNE FIGURE CHARTISTE DE CONTINUATION","2025-07-23 19:39:29"
"794","431","SFT0",,"2025-07-23 23:47:25"
"795","500","Stratégie Reversal","Analyse technique","2025-07-24 00:00:40"
"796","485","TRENDLINE","BREAK TRENDLINE 1M 1S 1J 4H","2025-07-24 00:23:21"
"797","485","Liquidité interne et externe","Liquidité, FVG, 1J 4H 15m et 5 m","2025-07-24 00:56:07"
"798","502","SMC","BOS, MSS, OB","2025-07-24 10:35:15"
"799","502","Liquidity prise","Prise de liquidité BOs  retour sur un niveau important 
FVG OB BB supply and demande zone  equilibrium eqh eql ote","2025-07-24 10:43:45"
"800","435","EQH/EQL/SMC",,"2025-07-24 12:29:06"
"801","503","Pullback","La stratégie pullback consiste à entrer en position après un léger repli du prix dans une tendance existante, afin de profiter de la reprise de cette tendance avec un meilleur point d’entrée.","2025-07-24 13:45:24"
"802","503","Retracements Fibonacci ( 50 % et 61,8 % )","Les retracements Fibonacci 50 % et 61,8 % sont des zones techniques où le prix a statistiquement plus de chances de faire un rebond (pullback) et de reprendre la tendance initiale.","2025-07-24 13:47:43"
"803","503","Pullback et Retracement de Fibonacci (50 % et 61,8 %)","La stratégie pullback combinée aux retracements de Fibonacci consiste à attendre qu’un repli du prix dans une tendance revienne vers les niveaux clés de 50 % ou 61,8 %, pour entrer en position au moment où la tendance principale reprend.","2025-07-24 13:56:56"
"804","497","Retracement Fibonacci (50% ou 61,8%)","Les retracement Fibonacci 50 % et 61,8 % sont des zones techniques où le prix a statistiquement plus de chances de faire un rebond (pullback) et de reprendre la tendance initiale.","2025-07-24 14:01:44"
"805","497","Pullback","La stratégie pullback consiste à entrer en position après un léger repli du prix dans une tendance existante, afin de profiter de la reprise de cette tendance avec un meilleur point d’entrée.","2025-07-24 14:03:58"
"806","497","Pullback/retracement Fibonacci (50% ou 61,8%)","La stratégie pullback combinée aux retracements de Fibonacci consiste à attendre qu’un repli du prix dans une tendance revienne vers les niveaux clés de 50 % ou 61,8 %, pour entrer en position au moment où la tendance principale reprend.","2025-07-24 14:06:14"
"807","507","GA FIBONACCI","Stratégie de tendance","2025-07-24 19:51:31"
"808","506","Cycle de structure","Chercher à prendre position sur mouvement sponsorisé","2025-07-24 20:15:36"
"809","341","Price action","Stratégie baser sur la trendline les support et les résistances","2025-07-24 21:25:29"
"811","505","BISI+OB","Retour vers fvg+ob","2025-07-25 06:07:56"
"812","505","SIBI-OB","Retour vers fvg-ob","2025-07-25 06:08:35"
"813","505","IFVG","Fvg devient ifvg","2025-07-25 06:09:29"
"814","505","BBR","Double fvg haussier et baisser","2025-07-25 06:10:24"
"815","505","Breaker+Blocks",,"2025-07-25 06:10:49"
"816","505","Sessions Asia BOS","Continuation de tandence","2025-07-25 06:12:04"
"817","505","Sessions Asia PRISE DE LIQUIDITÉ","Retournement de tendance","2025-07-25 06:14:15"
"818","505","London Riversal","Rejoignez une PD array HTF","2025-07-25 06:16:59"
"819","505","New-York Riversal","Rejoignez une PD array HTF","2025-07-25 06:17:31"
"820","511","SMC","Entrée à partir d\'un canal descendant après une BOS pour aller chercher la liquidité sur un niveau. clé.","2025-07-25 16:30:35"
"821","512","BTC","Analyse technique cycle","2025-07-25 21:45:20"
"823","514","Stratégie SMC + OTE","Stratégie basée sur la prise de position dans les niveau Fibo 0.62 et 0.786 en suivant la logique du SMC","2025-07-26 13:47:19"
"824","516","Price Action","Tendance - Retracement - Pattern de confirmation.","2025-07-26 16:41:38"
"825","514","Stratégie SMC + OTE + Détection de paterne","Stratégie basée sur l\'OTE + attente de la formation de paterne en dessous de la zone Fibo de 0.5 (Entre 0.5 et 1)","2025-07-26 17:38:18"
"826","42","SMC//BREAKER BLOCK","Cassure d\'une structure retour dans un OB/FVG ou FVG ( Premier retest ou LIQUIDITÉ présent)","2025-07-26 18:19:54"
"828","520","L\'OPR By Mr JL","- Asian session en M15
- Midnight  en M1
- Macro LDN 1  en M1
- prise de  Liquidité  en M1
- displacement en M1
Entry zone :
- FVG  M1
- OB M1
Confirmation : 
-2 bougies","2025-07-27 05:00:22"
"831","521","Internal Liquidity POSITIONS LIMITES","Placer les positions limites sur les zones de FVH H4 ou DAILY en TENDANCE et mettre les SL sur la ligne 50. D\\\'habitude les rejets des FVG qui tiennent se font avant la ligne 50.","2025-07-27 09:04:25"
"832","521","PRISE DE LIQUIDITE EXTERNE 4H","On descend sur l\\\\\\\\\\\\\\\'unité de temps correspondante pour chercher une zone de liquidité externe qui correspond, puis un avalement ou marteau","2025-07-27 09:14:02"
"833","523","Smc","Stratégie base sur la prise de liquidité","2025-07-27 11:37:46"
"834","521","PRISE DE LIQUIDITE FVG H4","PD ARRAY H4 TOUCHE, on descend en M15 pour attendre l\'avalement, un marteau ou un marteau renverser pour prendre position.","2025-07-27 11:55:50"
"835","412","Boris SMC","Stratégie basée sur l\'analyse technique","2025-07-27 11:56:06"
"836","524","SMC","OB et Imbalance","2025-07-27 13:20:34"
"837","59","Pin bar (zone m5)","Dès que j’observe un pin bar dans une zone m5 si le pin bar est indiqué un retournement à la baisse il faut qu’il soit de couleur rouge ,si il signal un retournement à la hausse il faut qu’il soit de couleur verte et surtout les deux cas doivent aller dans le même sens que le biais du marché.","2025-07-27 15:21:55"
"838","59","Pin bar (high Time fram)","Prendre position quand je vois un pin bar parfait ou presque parfait se former h1 si il doit être rouge dans le cas d’un retournement baissier et vert dans le cas d’un retournement haussier et surtout aller dans le sens du biais actuel de ce marché","2025-07-27 15:25:52"
"839","59","Peka système","B.O.S: 
Après un BOS attendre que le marché revienne derrière la ligne du BOS en question pour Tracer une demande zone ou supply zone à fort momentum ou imbalence en h1 puis aller en m5 et m4 pour observer une zone uniquement à fort momentum et attendre que le marché vienne former une bougie de retournement (pin bar ,englobante ,dark claud) dans cette zone pour prendre position, 
Nb: pour un BOS il est important de tenir compte du biais du marché pour prendre position.

CHOCH:
dans le cas dun CHOCH on peut directement chercher une zone h1 après le CHOC pour faire l’analyse (cibler une zone à fort momentum  m5 ou m4 dans la zone H1) et attendre une des bougies de confirmation cités plus haut pour entrer en position quelque sois le biais du marché

NB: verifier obligatoirement que le marché n’est pas entrain d’y entrer avec un momentum ou un fort momentum dans les 2 cas (BOS et CHOCH)","2025-07-27 15:31:37"
"840","59","Pin bar (sans zone) m5","Observer un pin bar sans zone Mai’s qui vas dans la direction du biais du marché, mais il faut qu’il soit obligatoirement vert pour un retourner haussier et rouge pour un retournement baissier","2025-07-27 15:47:59"
"841","59","Pin bar (sans zone) m4",,"2025-07-27 15:48:10"
"842","59","Pin bar (sans zone) m3",,"2025-07-27 15:48:18"
"843","59","Pin bar (sans zone) m2",,"2025-07-27 15:48:26"
"844","59","Pin bar (sans zone) m1",,"2025-07-27 15:48:39"
"845","59","Pin bar (sans zone) m15",,"2025-07-27 15:48:58"
"846","526","Smc crt",,"2025-07-27 16:57:17"
"847","526","smc $$$",,"2025-07-27 16:57:36"
"848","341","Price action + SMC","Baser sur les order blocks et les trendlines","2025-07-27 19:33:20"
"849","517","smc/SP+liquidité","avc un EQH, une structure qui prend d\'abord la liquidité laisse une demande ou supply avc un OB et un fort deplacement du prix en FVG","2025-07-27 21:17:54"
"850","276","PA","Support résistance","2025-07-27 21:42:59"
"851","527","BREAKER BLOCK",,"2025-07-27 22:42:54"
"852","527","ODER BLOCK",,"2025-07-27 22:45:37"
"854","521","BOUGIE H1 APRES FORMATION D\\\'UN FVG","On trade la manipulation de cette bougie","2025-07-28 06:37:06"
"855","524","Strategie du swiss trader","être dans la même tendance en 4h, puis 15min, puis 5 min, puis 1 min","2025-07-28 07:19:02"
"856","524","Fibo en 1min","Stratégie d\'Arty avec loi de Dow","2025-07-28 07:22:10"
"857","72","retracement","prise de position à la phase corrective","2025-07-28 10:24:09"
"858","532","TZ","Basé sur une seule bougie daily","2025-07-28 12:08:55"
"859","384","Market structure _ supply demand _poc _ Fibonacci",,"2025-07-28 13:36:23"
"860","453","BOS + Niveau PSCH",,"2025-07-28 14:26:59"
"861","453","BOS + Niveau STRC",,"2025-07-28 14:27:42"
"862","453","CHOOCH + Niveau PSCH",,"2025-07-28 14:28:04"
"863","453","CHOOCH + Niveau STRC",,"2025-07-28 14:28:24"
"864","533","1ère bougie 30 min",,"2025-07-28 15:15:45"
"865","533","Retournement",,"2025-07-28 15:16:38"
"866","232","SWING HIGH",,"2025-07-28 16:32:18"
"867","232","SWING LOW",,"2025-07-28 16:32:26"
"868","232","FTL - FVG",,"2025-07-28 16:37:15"
"869","534","SMC","analyser par BOS et CHOCH les entrées  sur les petits unités de temps","2025-07-28 19:19:02"
"870","534","Break Bloc","entré sur la tendance en cours grace aux BB","2025-07-28 19:21:14"
"873","537","Price action and Smart Money Concepts","Étude du prix et  analyse de la structure du marché","2025-07-28 21:27:56"
"874","538","SMC","FVG+OTE+LIQUIDITE","2025-07-29 04:23:51"
"875","54","Smart money concept entry","Entré précise et concis","2025-07-29 07:02:28"
"876","540","TDI & S/R",,"2025-07-29 17:53:09"
"878","541","Price action","Ces le combinait de l’analyse technique et fondamentale","2025-07-29 19:40:17"
"879","541","Spécial NFP","Avoir un max d\'argent en peux de temps","2025-07-29 20:35:30"
"880","465","SMV","Stratégie basée sur les mouvements algorithmiques","2025-07-29 23:45:36"
"881","542","Asian range","liquidation du high &Low de la session asiatique","2025-07-30 00:56:42"
"882","542","BOS &LIQUIDITY","prise de liquidités et continuation de la tendance","2025-07-30 00:58:47"
"883","542","SMC","entrée sur les OB","2025-07-30 00:59:34"
"884","415","Nasdaq king stratégie","Trend line motrice + Zone de prix qui coïncide avec la trend line + Confirmation de bougie","2025-07-30 05:43:55"
"885","415","FDK Stratégie","1- Time frame D1 ou H8
2- Zones isolées proches du prix actuel
3- Être dans la première parti de la journée entre 12h et 13h
4- Volume d\'échange de 7 à 10% en ce moment
5- La bougie Daily qui entre dans la zone isolée proche du  prix, doit le faire avec le corps et ne doit précédemment pas avoir une longue mèche
6- Stratégie agressive sans confirmation de bougie typique","2025-07-30 05:54:23"
"886","415","Golden Man Stratégie","Nasdaq Stratégie + OB/ FVG/ BREAKER","2025-07-30 05:56:31"
"888","545","FDK V100 strategie","Basée sur les zones isolées et le volume journalier, entrer sur Meche","2025-07-30 10:56:03"
"889","545","NASDAQ King Strategy","Basé sur la trendline motrice et les zones de rejet de prix et entrer au croisement sur confirmaton des bougie de rejet","2025-07-30 10:57:43"
"890","527","MITIGATION BLOCK",,"2025-07-30 11:58:36"
"891","527","FERVALUGAP",,"2025-07-30 11:59:53"
"892","549","FDK STRATEGY","-TENDANCE
-ZONES
-VOLUMES","2025-07-30 20:06:41"
"893","549","NAZDAQ STRATEGY","TRENDLINE MOTRICE
ZONE
PATTERN","2025-07-30 20:07:39"
"894","546","3Q STRATÉGIE","THÉORIE DE DOW","2025-07-30 22:34:04"
"895","542","Price action",,"2025-07-30 23:52:02"
"896","551","ICT(SMC)","niyo nkunda gukoresha","2025-07-31 01:51:01"
"897","551","CRT(Candle ranges strategy)","nkunze kuyikoresha kuwambere","2025-07-31 01:52:04"
"898","551","Trendline","my seconde strategy","2025-07-31 01:52:58"
"899","551","support&resistance","ndayikoreshanya na SMC","2025-07-31 01:53:52"
"901","556","SMC",,"2025-07-31 07:18:36"
"902","156","Trendfollowing weltrade 💙","Toujours sur la suivi de tendance","2025-07-31 07:28:36"
"903","560","SMC ADAPTER",,"2025-07-31 08:50:47"
"904","562","Double structure","Stratégie de la double structure en tendance haussière ou baissier","2025-07-31 09:13:24"
"905","562","Double structure support résistance","Stratégie en continuation de tendance","2025-07-31 09:14:06"
"906","562","Rng+MMA+ chartistique","Stratégie en période de ranger","2025-07-31 09:15:24"
"907","562","Entre en position par anticipation","Prise de position quand on rate un opportunité","2025-07-31 09:16:22"
"908","563","SMC","C\'est la stratégie qui me permet de repérer les zones d\'actions et la structure du marché","2025-07-31 09:29:01"
"909","563","SMV","Stratégie permet de comprendre la liquidité","2025-07-31 09:29:55"
"910","564","price action pure","strategie basée sur l\'analyse technique","2025-07-31 11:30:19"
"911","533","OPR","Pour installer une routine facile","2025-07-31 17:00:56"
"912","567","SMC+VWAP Rejection","Structure SMC associé avec l\'indicateur VWAP pour la confimation d\'entrée","2025-07-31 18:37:57"
"913","562","Annonce économique","Prendre un trade en se basant sur le résultat des annonces","2025-07-31 20:34:35"
"914","568","FIBONACCI","stratégie basé sur l\'analyse technique et les retracement de Fibonacci","2025-08-01 11:00:44"
"915","570","Fibonacci Price Stratégies","Stratégie base sur la structure du marcher 
Retournement des prix sur des zones OTE ( 61.8 , 100)
Nervosité sur la zone OTE et une formation d\'une bougie Heikin Ashi sans Queux","2025-08-01 13:41:05"
"916","542","Ouverture New YORK",,"2025-08-01 14:18:43"
"919","573","Fonda + Retracement Fibo + 1 ou 2 confirmation","Analyse Fondamentale avec un retracement de fibonacci et une confirmation au moins","2025-08-02 00:00:46"
"920","574","JM SMC","Stratégie basée sur le SMC","2025-08-02 00:00:50"
"921","573","Fonda + Support Resistance + 1 ou 2 confirmation",,"2025-08-02 00:01:33"
"922","573","Fonda + Trendline ou Pattern + 1 ou 2 confirmation",,"2025-08-02 00:02:23"
"923","575","SMC","BOS + RTO + POI","2025-08-02 05:57:49"
"924","575","LIQUIDITY GRAB","BSL et SSL","2025-08-02 05:58:34"
"925","518","Liquidity Sweep","Stratégie se basant sur les prises de liquidités pour prédire des mouvements du marché.

&lt;>","2025-08-02 07:58:45"
"926","577","ICT/SMC","Basée sur le POI(FVG OB) prise liquidité (EQH/EQL) dans POI et qui crée ensuite un IFVG/BB","2025-08-02 11:54:47"
"927","577","STRATEGIE TREND LINE","Basée sur troisième touche de la trend line","2025-08-02 12:14:54"
"928","579","SMC","C\'est une stratégie basée sur la prise de liquidité","2025-08-02 12:49:23"
"938","583","G-Zone Reversalal","Strategie basee sur l\\\'analyse technique et la comprenhension de la bougie daily .","2025-08-03 06:53:04"
"939","583","Zone Retournement","Strategie basse sur l\'analyse tecnique .","2025-08-03 07:05:00"
"940","585","Figures chartistes","La stratégie des figures chartistes consiste à repérer des schémas récurrents sur les graphiques de prix (charts), qui annoncent souvent une continuation ou un retournement de tendance. Ces figures se forment grâce aux comportements répétitifs des traders sur les marchés.","2025-08-03 11:21:04"
"942","585","Breakout and pullback","Un breakout (ou cassure) se produit lorsque le prix franchit un niveau clé, comme un support, une résistance, ou une figure chartiste, souvent avec une accélération du mouvement et du volume.
👉 C’est un signal que le marché veut aller plus loin dans une direction (hausse ou baisse).","2025-08-03 11:26:41"
"943","586","FIBOGOAT","stratégie de fibonacci","2025-08-03 11:34:44"
"944","587","SMC","Stratégie basée sur la prise de liquidité","2025-08-03 11:43:16"
"945","578","SMC","Prise de position au niveau des zone de liquidité","2025-08-03 15:15:55"
"946","578","S&R","Attente de rebond ou de retournement au niveau des support et résistance; prendre en compte la ligne de tendance","2025-08-03 15:18:16"
"947","510","SMART MONEY COMCEPTS","2 Trades par jour max
10 usc de risque par trade
3RR minimum par trade","2025-08-03 15:50:26"
"948","167","OPR+RSI","Sur la première bougie 30min de newyork","2025-08-04 01:35:17"
"949","167","Break + VCV","Break des Moyenne mobile et le retour dans les moyennes mobiles puis continue la tendance","2025-08-04 01:37:26"
"950","589","POUPÉE RUSSE","-  trouver le biais HTF 
- Placer une zone htf (forte liquidité qui crée du gap) 
- attente d\\\'un retour au niveau des 50% de la zone
- une fois les 50% atteint, attendre une prise de liquidité de la session asiatique (le haut pour un short et le bas pour un long) 
- une fois la liquidité asiatique récupérer, attendre en LTF un breaker qui créé un OB + gap + BPR
- se placer sur le gap et mettre son SL au dessus de l\\\'OB ou là ou le trade s\\\'annule. 
- targeter le dernier high ou low raisonnable ou le dernier low ou high asiatique.","2025-08-04 02:05:55"
"951","571","SMC & SMV",,"2025-08-04 09:12:18"
"952","590","ICT","AMD","2025-08-04 09:27:11"
"953","592","SMC","Smart money conccept","2025-08-04 13:19:55"
"954","592","SMC + DAYTRADER","Ma stratégie qui combine le smc et ma façon de trader. donc la prise en compte de support et résistance, de trendline et surtout les zone fibo","2025-08-04 13:21:59"
