"id","user_id","account_id","montant_investi","marche_id","strategie_id","ordre","total_lot","resultat","commentaire","detail","resultat_devise","created_at","date","image","respect_strategie","duree"
"1286","400","419","4.26","1793","563","Sell","0.08","Perte","J\'étais trop dans des émotions de confiance ce qui a fait que 
je prenais trop la confiance même si j\'ai respecté l\'irl erl h1, je ne me suis pas calmé","Stop Loss touché","-4.26","2025-07-14 15:39:44","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/USDCHF_2025-07-14_15-48-04-1.png","oui","Scalping 0-1h"
"1287","363","368","500.00","1564","499","Buy","0.00","Perte","Structure H; fig M2 dans la zone S","Stop Loss touché","-500.00","2025-07-14 16:07:46","2025-07-14",,"oui","Intraday 1h à 8h"
"1288","64","469","20.46","161","63","Buy","0.02","Perte","OB+ 4H . / BOS 4H .","Stop Loss touché","20.46","2025-07-14 16:21:03","2024-01-11","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Mon-14-Jul-25_13-41-19.png","oui","Intraday 1h à 8h"
"1290","33","468","3.61","1128","626","Sell","1.39","Perte","Zone H4","Stop Loss touché","3.61","2025-07-14 17:38:37","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Capture-decran-2025-07-14-183532.png","non",
"1291","386","399","4.65","1684","537","Buy","0.01","Perte","Entree en M15 sur un CHOCH intermédiaire","Stop Loss touché","-4.65","2025-07-14 19:24:10","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/GBPUSD_2025-07-14_19-16-54_ba868.png","oui","Intraday 1h à 8h"
"1292","386","398","3.29","1684","537","Buy","0.01","Perte","Entree en M15 sur un CHOCH intermédiaire","Stop Loss touché","-3.29","2025-07-14 19:26:57","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/GBPUSD_2025-07-14_19-16-54_ba868-1.png","non","Intraday 1h à 8h"
"1293","363","368","500.00","1564","499","Sell","0.00","Perte","Structure B; fig M2 dans la zone R","Stop Loss touché","-500.00","2025-07-14 19:41:17","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250714-170057.jpg","oui","Intraday 1h à 8h"
"1294","428","476","4.00","1959","632","Buy","0.05","Gain",,"Break-even","2.68","2025-07-14 19:44:44","2025-07-14",,"oui","Intraday 1h à 8h"
"1295","416","442","1.00","1877","605","Sell","0.15","Nul",,"Margin Call","1.15","2025-07-14 19:56:36","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/EurUSD.png","oui","Intraday 1h à 8h"
"1296","416","442","1.00","1870","605","Buy","0.10","Perte",,"Stop Loss touché","-60.00","2025-07-14 20:04:18","0000-00-00","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD_2.png","non","Scalping 0-1h"
"1297","394","415","13.00","1775","556","Buy","0.09","Gain","j\'ai tout respecté","Break-even","8.79","2025-07-14 20:08:05","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/EURJPYm_2025-07-14_20-05-09.png","oui","Intraday 1h à 8h"
"1298","134","397","34.04","387","156","Buy","0.08","Perte","j\'ai raté le sens du marché","Stop Loss touché","34.04","2025-07-14 20:12:00","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/XAUUSD_2025-07-14_07-34-37.png","oui","Intraday 1h à 8h"
"1299","134","397","10.20","388","156","Buy","0.03","Perte","J\'ai raté le sens du marché","Stop Loss touché","10.20","2025-07-14 20:14:50","2025-07-14",,"oui","Intraday 1h à 8h"
"1300","73","57","50.00","1976","74","Buy","0.50","Gain","stratégie respecte et c\'est le premier bastings après le masterclass","Take Profit atteint","250.00","2025-07-14 21:18:12","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Capture-decran-2025-07-14-220102.png","oui","Intraday 1h à 8h"
"1301","349","349","1.55","1428","473","Sell","4.00","Perte","Imprudence en M30 ❌️","Stop Loss touché","1.55","2025-07-14 21:19:47","2025-07-14",,"oui",
"1302","236","479","1.00","919","328","Sell","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:22:32","2025-07-14",,"oui","Scalping 0-1h"
"1303","236","479","1.00","919","327","Buy","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:24:22","2025-07-14",,"oui","Scalping 0-1h"
"1304","236","479","1.00","919","327","Sell","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:25:55","2025-07-14",,"oui","Scalping 0-1h"
"1305","236","479","1.00","919","327","Sell","1.00","Gain",,"Stop Loss touché","1.00","2025-07-14 21:28:12","2025-07-14",,"oui","Scalping 0-1h"
"1306","236","479","1.00","919","327","Buy","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:30:27","0000-00-00",,"oui","Intraday 1h à 8h"
"1307","236","479","1.00","919","327","Buy","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:32:06","0000-00-00",,"oui",
"1308","236","479","1.00","919","327","Sell","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:34:09","0000-00-00",,"oui","Scalping 0-1h"
"1309","236","479","1.00","919","327","Buy","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:37:14","0000-00-00",,"oui","Intraday 1h à 8h"
"1310","236","479","1.00","919","327","Sell","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:38:04","0000-00-00",,"oui","Scalping 0-1h"
"1311","236","479","1.00","919","327","Sell","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:39:46","0000-00-00",,"oui","Scalping 0-1h"
"1312","236","479","1.00","919","327","Sell","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:45:22","0000-00-00",,"oui","Scalping 0-1h"
"1313","236","479","1.00","919","327","Buy","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:48:26","0000-00-00",,"oui","Intraday 1h à 8h"
"1314","213","202","10.00","783","268","Sell","10.00","Perte","J AI FAIS UNE BONNE ANALYSE  SAUF QU IL A EU FORMATION D UN M ET C ETAIT LA PREMIERE PARTIE DE M","Stop Loss touché","10.00","2025-07-14 21:49:28","2020-07-14","https://fullmargin.net/wp-content/uploads/2025/07/R_50_2025-07-14_21-45-10.png","oui","Intraday 1h à 8h"
"1315","236","479","1.00","919","327","Buy","1.00","Gain",,"Break-even","1.00","2025-07-14 21:50:48","0000-00-00",,"oui","Intraday 1h à 8h"
"1316","236","479","1.00","919","327","Buy","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 21:52:29","0000-00-00",,"oui","Scalping 0-1h"
"1317","236","479","1.00","919","327","Sell","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:54:14","0000-00-00",,"non","Scalping 0-1h"
"1318","236","479","1.00","919","327","Buy","1.00","Gain",,"Break-even","1.00","2025-07-14 21:56:59","0000-00-00",,"oui","Scalping 0-1h"
"1319","236","479","1.00","919","327","Buy","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 21:58:32","0000-00-00",,"oui","Scalping 0-1h"
"1320","236","479","1.00","919","327","Buy","1.00","Gain",,"Stop Loss touché","1.00","2025-07-14 22:00:18","0000-00-00",,"oui","Scalping 0-1h"
"1321","236","479","1.00","919","327","Buy","1.00","Perte",,"Stop Loss touché","1.00","2025-07-14 22:03:37","0000-00-00",,"oui","Intraday 1h à 8h"
"1322","236","479","1.00","919","327","Buy","1.00","Gain",,"Take Profit atteint","1.00","2025-07-14 22:05:43","0000-00-00",,"oui","Scalping 0-1h"
"1323","236","479","1.00","919","327","Buy","1.00","Gain",,"Break-even","1.00","2025-07-14 22:10:40","0000-00-00",,"oui","Intraday 1h à 8h"
"1324","236","479","1.00","919","327","Buy","1.00","Gain",,"Margin Call","1.00","2025-07-14 22:11:27","0000-00-00",,"oui","Intraday 1h à 8h"
"1325","236","479","1.00","919","327","Sell","1.00","Gain",,"Break-even","1.00","2025-07-14 22:13:55","0000-00-00",,"oui","Scalping 0-1h"
"1326","163","158","12.00","569","217","Buy","0.02","Nul",,,"0.00","2025-07-14 22:36:56","2025-07-14",,"oui","Swing 1j - 7j"
"1328","416","442","1.00","1870","605","Buy","0.07","Perte","CHANGEMENT DE STRUCTURE","Stop Loss touché","-44.00","2025-07-14 23:11:18","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD_2-1.png","oui","Scalping 0-1h"
"1329","416","442","1.00","1870","605","Buy","0.11","Perte",,"Stop Loss touché","-71.00","2025-07-14 23:17:47","2025-07-14",,"oui","Scalping 0-1h"
"1330","416","442","1.00","1870","605","Buy","0.09","Perte",,"Stop Loss touché","-58.00","2025-07-14 23:20:05","2025-07-14",,"oui","Scalping 0-1h"
"1331","416","442","1.00","1870","605","Sell","0.10","Gain","SETUP PARFAIT, SORTI TRES TOT DU TRADE","Margin Call","91.97","2025-07-14 23:24:33","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD.png","oui","Scalping 0-1h"
"1332","416","443","60.00","1870","605","Sell","0.11","Gain","SORTI TRES TOT DU TRADE","Margin Call","109.00","2025-07-14 23:36:07","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD-1.png","oui","Scalping 0-1h"
"1333","416","443","89.32","1870","605","Buy","0.11","Perte","chargenment de structure","Stop Loss touché","-89.32","2025-07-14 23:40:01","2025-07-14",,"oui","Scalping 0-1h"
"1334","416","443","88.88","1870","605","Buy","0.11","Perte","chargenment de structure","Stop Loss touché","-88.88","2025-07-14 23:41:47","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD_2-2.png","oui","Scalping 0-1h"
"1335","113","481","10.00","328","134","Buy","0.04","Gain","le trade a été prise la nuit avec un lo de 0.04 et unh RR: 1: 3 et +infini laissé coulé les gains j\'ai utilisé le concept THEORIE DE DOW + FIBO OTE j\' ai fait des cloture partielle et a laissé courir mes gains","Take Profit atteint","23.78","2025-07-14 23:42:36","2025-07-14",,"oui","Swing 1j - 7j"
"1336","416","443","75.00","1870","605","Buy","0.10","Perte","chargenment de structure et non respect money management","Stop Loss touché","-75.00","2025-07-14 23:43:35","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/2025-07-14-15_03_56-XAUUSD_2-3.png","non","Scalping 0-1h"
"1337","395","416","0.01","1781","559","Buy","0.20","Perte","short psoition low risk",,"-2.00","2025-07-15 00:02:57","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Boom-600-IndexM1.png","oui","Intraday 1h à 8h"
"1338","395","416","0.01","1781","559","Buy","0.20","Nul","BE du surplace","Trailing Stop","0.04","2025-07-15 00:04:24","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Boom-600-IndexM1-1.png","oui","Intraday 1h à 8h"
"1339","395","416","0.01","1781","559","Buy","0.20","Perte","Moins de risque = manquer des opportunité donc toujours le risque de depart soit la moitier mais jamais un sl proche",,"-3.24","2025-07-15 00:06:30","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Boom-600-IndexM1-2.png","oui","Intraday 1h à 8h"
"1340","366","373","1.00","1593","501","Buy","0.01","Gain",,"Trailing Stop","3.00","2025-07-15 01:37:29","2025-07-14",,"oui",
"1343","58","42","60.00","252","57","Sell","0.20","Perte","j\'ai pas obtenu une confirmation claire avant d\'entré en position","Stop Loss touché","-60.00","2025-07-15 05:34:20","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GOLD_2025-07-15_05-32-24.png","non","Scalping 0-1h"
"1346","407","431","7.00","1920","581","Buy","0.03","Perte","j\'ai pris l\'achat en dessous du pivot centrale
il fallait place le stop en dessous du swing qui prend la liquidité","Stop Loss touché","-7.00","2025-07-15 06:25:25","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/GBPJPY_2025-07-15_07-26-36.png","oui","Intraday 1h à 8h"
"1349","223","219","146.00","839","546","Sell","1.50","Gain",,"Take Profit atteint","110.38","2025-07-15 07:27:28","2025-07-15",,"oui","Intraday 1h à 8h"
"1350","416","442","1.00","1870","605","Sell","0.10","Perte","le prix etait deja parti,  et aussi le PDH n etait pas liquidé","Stop Loss touché","-51.00","2025-07-15 07:30:23","2025-07-15",,"non","Scalping 0-1h"
"1355","349","349","1.02","1426","473","Buy","0.50","Gain","Good","Break-even","1.86","2025-07-15 09:04:57","2025-07-15",,"oui","Scalping 0-1h"
"1356","349","349","2.01","1425","473","Sell","0.10","Perte","Pas eu Raison","Stop Loss touché","2.10","2025-07-15 09:07:12","2025-07-15",,"oui","Scalping 0-1h"
"1357","283","465","1.50","1108","622","Buy","0.01","Gain","Sniper,normalemen","Take Profit atteint","8.91","2025-07-15 09:11:50","2025-07-15",,"oui","Intraday 1h à 8h"
"1358","283","465","3.00","1108","622","Sell","0.01","Perte","Sniper normalement,je n\'est pas securisé ma position et le marcher s\'est retourné conte moi","Stop Loss touché","-2.66","2025-07-15 09:14:30","2025-07-14",,"oui","Intraday 1h à 8h"
"1359","283","278","1.50","1108","622","Buy","0.00","Gain","Sniper , normalement","Take Profit atteint","8.65","2025-07-15 09:15:56","2025-07-15",,"oui","Intraday 1h à 8h"
"1360","347","346","160.00","1418","469","Sell","0.50","Perte","J\'ai prie le trade avec emotional","Erreur de discipline","50.00","2025-07-15 09:40:24","2025-07-15",,"non","Intraday 1h à 8h"
"1361","248","243","28.58","962","345","Buy","0.02","Perte",,"Stop Loss touché","12.12","2025-07-15 09:42:18","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GER40_2025-07-15_09-29-06_0ac37.png","oui","Intraday 1h à 8h"
"1362","221","215","8.80","819","292","Sell","0.05","Nul","J\'ai voulu gagner plus de 2rr et je suis resté plus dans la position et je me suis BE","Break-even","1.20","2025-07-15 09:44:23","2025-07-15",,"oui","Scalping 0-1h"
"1365","221","215","8.80","819","292","Sell","0.05","Gain","Beaucoup de stress 
Déplacement du tp","Take Profit atteint","19.20","2025-07-15 09:46:02","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715_105210_TradingView.jpg","oui","Scalping 0-1h"
"1366","107","93","70.64","2003","136","Buy","0.78","Gain","J\'AI ETE hyper discipliner je suis hyper fier de moi","Take Profit atteint","139.89","2025-07-15 10:06:57","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/SharedScreenshot-3.jpg","oui","Intraday 1h à 8h"
"1368","64","469","24.49","161","63","Sell","0.22","Gain","ETE. DOUBLE DOTOOM. CHOS 1H .","Take Profit atteint","49.59","2025-07-15 11:07:59","2024-01-12","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_11-05-54.png","oui","Intraday 1h à 8h"
"1370","64","469","24.98","161","63","Sell","0.14","Perte","FIBO 50 % . TENDANCE BAISSIER. IMB 15MN","Stop Loss touché","24.98","2025-07-15 11:19:25","2024-01-12","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_11-18-12.png","oui","Intraday 1h à 8h"
"1371","259","489","2.51","2010","642","Buy","0.01","Gain",,"Break-even","10.51","2025-07-15 11:23:39","2025-07-01","https://fullmargin.net/wp-content/uploads/2025/07/CADJPY-H4-evol.png","oui","Swing 1j - 7j"
"1374","64","469","24.90","161","63","Buy","0.11","Gain","OB + 1D . IMB 30MN . ZONE DISCOUNT. BOS 15 MMN","Take Profit atteint","50.52","2025-07-15 11:41:19","2024-01-13","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_11-40-15.png","oui","Intraday 1h à 8h"
"1375","259","489","5.34","2011","642","Buy","0.01","Perte","J\'ai été discipliné dans le respect de ma stratégie seulement qu\'il y a une notion de prise de liquidité que je ne savais pas, donc je n\'ai pas utilisé.
La notion de prise de liquidité nous dit que lorsqu\'un plus haut/bas a été cassé par une mèche, mous assistons tout au moins à une correction à défaut d\'un changement de tendance.","Stop Loss touché","-5.33","2025-07-15 11:48:29","2025-07-03","https://fullmargin.net/wp-content/uploads/2025/07/GBPCAD-W.png","oui","Intraday 1h à 8h"
"1376","64","469","26.18","161","63","Buy","0.19","Perte","FIBO 50 % . IMB 15MN . PRISE DE POSITION AU DESSUS DE LA BARRRE DE 50 % DU FIBO","Stop Loss touché","26.18","2025-07-15 11:53:11","2024-01-13","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_11-51-48.png","oui","Intraday 1h à 8h"
"1379","196","288","83.00","2161","244","Buy","0.05","Gain",,"Take Profit atteint","51.00","2025-07-15 12:04:57","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/XAUUSD_2025-07-15_12-03-36.png","oui","Intraday 1h à 8h"
"1380","64","469","26.78","161","63","Buy","0.08","Gain","OB+ 1H . FIBO 50%","Take Profit atteint","54.84","2025-07-15 12:19:40","2024-01-15","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_12-19-09.png","oui","Intraday 1h à 8h"
"1381","64","469","26.36","161","63","Buy","0.10","Gain","OB+ 1H . FIBO 50% .  B0S 15 MN","Take Profit atteint","54.94","2025-07-15 12:21:06","2024-01-15","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_12-20-32.png","oui","Intraday 1h à 8h"
"1382","283","465","5.00","1108","622","Sell","0.02","Gain","j\'ai eté gourmant et le marché s\'est retourné conte moi avec force",,"10.70","2025-07-15 12:34:30","2025-07-15",,"oui","Intraday 1h à 8h"
"1383","64","469","26.23","161","63","Buy","0.25","Gain","OB+ 1D . OB+ 4H OB + 15MN . IMB 15MN . FIBO 50% POUR LA PRISE DE POSITION .","Take Profit atteint","53.78","2025-07-15 12:39:48","2024-01-16","https://fullmargin.net/wp-content/uploads/2025/07/BTCUSD_Tue-15-Jul-25_12-39-21.png","oui","Intraday 1h à 8h"
"1384","283","465","4.00","1108","622","Sell","0.02","Perte","sniper normalement","Stop Loss touché","-3.30","2025-07-15 12:59:59","2025-07-15",,"oui","Scalping 0-1h"
"1385","414","441","50.00","1869","604","Sell","2.00","Gain","Trade positif toutefois :
 Entrée tardive en position(Problème de gestion de position et de money management)
Sortie précoce de position (problème de mindset)","Take Profit atteint","322.00","2025-07-15 13:14:22","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-134704-1.png","oui","Scalping 0-1h"
"1386","283","278","2.50","1334","387","Buy","0.01","Gain","Normalement","Take Profit atteint","6.64","2025-07-15 13:23:29","2025-07-15",,"oui","Swing 1j - 7j"
"1387","283","465","2.50","1108","622","Sell","0.01","Gain","Sniper,normalement","Take Profit atteint","10.00","2025-07-15 13:25:05","2025-07-15",,"oui",
"1388","283","278","4.00","1106","388","Sell","0.03","Gain","Normalement","Take Profit atteint","12.12","2025-07-15 13:38:55","2025-07-15",,"oui","Intraday 1h à 8h"
"1389","42","38","4.00","135","125","Sell","0.03","Gain","Ob suivi fvg D1, même en H4, sniper en m15 sur fvg combler ob présent","Break-even","450.00","2025-07-15 13:43:42","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/1000386964.png","oui","Swing 1j - 7j"
"1390","283","465","13.00","1108","622","Sell","0.04","Perte","normalement","Stop Loss touché","-13.00","2025-07-15 14:04:32","2025-07-15",,"oui","Scalping 0-1h"
"1391","257","249","13.53","974","354","Sell","0.11","Gain","Quoi qu\'il arrive laisse tes trades tel quels. Les BE sont tes ennemis","Take Profit atteint","40.26","2025-07-15 14:13:31","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/EURUSD_2025-07-15_15-08-37.png","oui","Swing 1j - 7j"
"1393","283","465","3.15","1108","622","Sell","0.01","Perte","Sniper , normalement","Stop Loss touché","-3.15","2025-07-15 14:30:28","2025-07-15",,"oui","Intraday 1h à 8h"
"1394","153","458","1.00","1257","179","Sell","0.00","Gain","Prise de position a la baisse après la configuration S.O.M","Take Profit atteint","0.84","2025-07-15 15:03:24","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-162939.jpg","oui","Scalping 0-1h"
"1395","153","458","2.00","2025","179","Buy","0.00","Gain","Prise de position après la configuration S.O.M","Take Profit atteint","1.68","2025-07-15 15:05:57","2025-07-14","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163030.jpg","oui","Scalping 0-1h"
"1396","153","458","1.00","1257","180","Sell","0.00","Perte","Perte de la position à cause du prix qui avait clôturé sur l\'ouverture","Stop Loss touché","-1.00","2025-07-15 15:08:00","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163150.jpg","oui","Scalping 0-1h"
"1397","153","458","1.00","1257","181","Sell","0.00","Perte","Perte à cause de S.O.M","Stop Loss touché","-1.00","2025-07-15 15:10:07","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163203.jpg","oui","Scalping 0-1h"
"1398","153","458","1.00","1257","647","Buy","0.00","Gain","J\'ai vu une grosse bougie clôturé sur un support","Take Profit atteint","0.85","2025-07-15 15:13:40","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163238.jpg","oui","Scalping 0-1h"
"1401","340","336","272.00","1371","458","Buy","9.00","Gain","Ce trade respect très bien mon plan et je l\'ai pris sur le H1 tout en ayant une confirmation de mes non seulement sur le M15 mais aussi sur le H1. Ceci dit, le H4 ne passe pas inaperçu. Comme je l\'avais dis j\'avais une respect stricte du GOST ENTRY d\'où un rr de 1:2 comme d\'hab. Et je tiens à noté que je n\'avais pas pris ce trade sur le coup de l\'émotion étant donné que j\'ai backtester ma stratégie sur une durée de 3 mois et uniquement sur du M15. Je note que les trades étaient normal sauf qu\'il y avait deux pertes liées à la tendance que une timeframe supérieure. Et donc je tiens à dire que la compréhension vaut mieux que l\'exécution 🙂","Take Profit atteint","361.00","2025-07-15 15:19:04","2025-07-14",,"oui","Intraday 1h à 8h"
"1402","430","484","25.00","1988","638","Sell","0.08","Nul","Belle analyse sur le H4/H2. Plusieurs retests et balayage de l\'Asian. 
Entrée trop vite et je n\'ai pas attendu le retest","Erreur de discipline","0.00","2025-07-15 15:20:48","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GolD-Sell.png","oui","Scalping 0-1h"
"1404","153","458","2.00","1257","617","Buy","0.00","Gain","J\'ai vu deux configuration 
1. REFERENCE 
2. COLOR","Take Profit atteint","1.78","2025-07-15 15:40:42","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163308.jpg","oui","Scalping 0-1h"
"1406","394","415","12.97","1766","554","Buy","2.00","Gain","j\'ai été très gourment , j\'ai bien vue que c\'étais la vague 5 car ca dépasser le sommé de la vague 3 mais je n\'ai pas retiré les profits","Break-even","0.60","2025-07-15 15:43:29","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/XAUUSDm_2025-07-15_15-43-01.png","non","Intraday 1h à 8h"
"1407","153","458","1.00","1258","210","Buy","0.00","Gain","J\'ai vu la faiblesse du momentum et la configuration M puis la configuration de continuité","Take Profit atteint","0.85","2025-07-15 15:44:00","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163357.jpg","oui","Scalping 0-1h"
"1408","283","278","2.50","1108","534","Sell","0.01","Gain","Normalement","Take Profit atteint","14.33","2025-07-15 15:44:36","2025-07-15",,"oui","Scalping 0-1h"
"1409","153","458","2.00","2026","210","Buy","0.00","Perte","Perte à cause de la prise de position après une cassure","Stop Loss touché","-2.00","2025-07-15 15:46:51","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/Screenshot_20250715-163541.jpg","non","Scalping 0-1h"
"1413","349","349","1.40","1425","473","Sell","0.10","Gain","Good","Break-even","1.03","2025-07-15 16:33:39","2025-07-15",,"oui","Scalping 0-1h"
"1416","223","219","200.00","837","546","Sell","0.00","Perte",,"Trailing Stop","173.16","2025-07-15 17:05:53","2025-07-15",,"oui","Scalping 0-1h"
"1417","248","243","28.29","962","345","Buy","0.02","Perte",,,"11.96","2025-07-15 17:22:14","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GER40_2025-07-15_14-17-40_788a3.png","oui","Intraday 1h à 8h"
"1418","134","397","28.67","387","156","Sell","0.05","Perte","ERREUR IDM","Stop Loss touché","28.67","2025-07-15 17:40:37","2025-07-15",,"oui","Intraday 1h à 8h"
"1419","134","397","8.68","387","156","Buy","0.01","Perte","ERREUR DE DIRECTION","Stop Loss touché","8.68","2025-07-15 17:42:13","2025-07-15",,"oui","Intraday 1h à 8h"
"1420","134","397","10.00","387","156","Sell","0.04","Gain","SORTIE BE","Break-even","37.92","2025-07-15 17:46:02","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/XAUUSD_2025-07-15_17-44-28.png","oui",
"1421","73","55","4.00","194","74","Sell","0.00","Gain",,"Take Profit atteint","5.13","2025-07-15 17:47:06","2025-07-15",,"oui","Intraday 1h à 8h"
"1422","235","235","50.00","922","333","Sell","0.00","Gain","mardi le prix vient collecté toutes les liquidités et vient sur l\'ob responsable du dernier BOS à 8h30 celui ci oscille jusqu\'a lancer le mouvement à 13h","Take Profit atteint","350.00","2025-07-15 17:57:24","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/AUDCAD_2025-07-15_18-37-56.png","oui","Intraday 1h à 8h"
"1423","235","235","50.00","925","333","Buy","0.00","Gain",,"Take Profit atteint","175.00","2025-07-15 18:04:05","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/DXY_2025-07-15_19-34-53.png","oui","Intraday 1h à 8h"
"1424","141","121","40.00","424","168","Sell","0.03","Perte","apprendre a saisir une occasion lors de l\'entre au marcher","Erreur de discipline","-40.01","2025-07-15 18:15:19","2025-07-15",,"non","Scalping 0-1h"
"1425","407","431","7.00","1920","581","Buy","0.03","Gain","pas de panique","Take Profit atteint","15.00","2025-07-15 18:28:29","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GBPJPY_2025-07-15_19-27-03.png","oui","Intraday 1h à 8h"
"1426","386","398","2.65","1684","537","Sell","0.01","Gain","Prise de liquidité au dessus du Azian High, CHOCH M5 et M15","Take Profit atteint","4.16","2025-07-15 18:53:58","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GBPUSD_2025-07-15_18-52-04_b0aa6.png","oui","Intraday 1h à 8h"
"1427","386","399","2.37","1684","537","Sell","0.01","Gain","Gain clôturé trop tot","Trailing Stop","2.86","2025-07-15 19:03:20","2025-07-15","https://fullmargin.net/wp-content/uploads/2025/07/GBPUSD_2025-07-15_18-52-04_b0aa6-1.png","oui","Intraday 1h à 8h"
"1428","434","493","8.00","2029","649","Sell","0.01","Perte",,"Stop Loss touché","8.00","2025-07-15 19:30:46","2025-07-07",,"oui","Intraday 1h à 8h"
"1430","259","489","8.01","2004","642","Buy","0.01","Gain","Stratégie SMK respectée. Je viens de me rendre compte que le risque était un peu élevé quand même hein.","Take Profit atteint","13.92","2025-07-15 20:53:57","2025-07-10","https://fullmargin.net/wp-content/uploads/2025/07/USDJPY-H4.png","oui","Swing 1j - 7j"
"1431","426","466","8.00","1922","624","Buy","0.05","Perte",,"Stop Loss touché","8.00","2025-07-15 20:57:12","2025-07-11",,"oui","Intraday 1h à 8h"
"1432","259","489","4.68","2011","642","Buy","0.01","Perte",,"Stop Loss touché","-4.69","2025-07-15 21:05:03","2025-07-09","https://fullmargin.net/wp-content/uploads/2025/07/GBPCAD-H4-1.png","oui",
"1433","259","489","4.04","2036","653","Buy","4.00","Perte","C\'était un signal que je n\'ai pas pris le temps de vérifier avant d\'exécuter","Erreur de discipline","-1.85","2025-07-15 21:22:33","2025-07-01",,"non","Intraday 1h à 8h"
